# Hungaroring — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
1159.1979,-31.0601,250.6496,0.0000,0.000,5.246,5.478,1.0000
1164.2123,-28.4593,254.9369,0.0000,0.000,5.320,5.230,1.0000
1169.2800,-26.2993,259.5211,0.0000,0.000,5.255,5.186,1.0000
1174.3235,-24.4892,264.2286,0.0000,0.000,5.089,5.332,1.0000
1179.2911,-22.9809,268.9618,0.0000,0.000,5.130,5.195,1.0000
1184.2256,-21.8002,273.7529,0.0000,0.000,5.051,5.396,1.0000
1189.1878,-20.9795,278.6468,0.0000,0.000,5.137,5.325,1.0000
1194.2167,-20.5563,283.6578,0.0000,0.000,5.245,5.197,1.0000
1199.2694,-20.5825,288.7105,0.0000,0.000,5.207,5.147,1.0000
1204.2995,-21.1121,293.7126,0.0000,0.000,5.048,5.080,1.0000
1209.2811,-22.1954,298.5750,0.0000,0.000,5.097,5.140,1.0000
1214.2422,-23.7852,303.2744,0.0000,0.000,4.857,5.203,1.0000
1219.2196,-25.7385,307.8526,0.0000,0.000,4.642,5.252,1.0000
1224.2167,-27.9082,312.3540,0.0000,0.000,4.669,5.238,1.0000
1229.2187,-30.1641,316.8184,0.0000,0.000,4.696,5.224,1.0000
1234.2208,-32.4657,321.2595,0.0000,0.000,4.723,5.210,1.0000
1239.2230,-34.8020,325.6827,0.0000,0.000,4.749,5.197,1.0000
1244.2251,-37.1619,330.0931,0.0000,0.000,4.776,5.183,1.0000
1249.2268,-39.5346,334.4962,0.0000,0.000,4.803,5.169,1.0000
1254.2274,-41.9090,338.8971,0.0000,0.000,4.830,5.155,1.0000
1259.2264,-44.2742,343.3012,0.0000,0.000,4.856,5.142,1.0000
1264.2237,-46.6228,347.7122,0.0000,0.000,4.883,5.128,1.0000
1269.2202,-48.9578,352.1295,0.0000,0.000,4.910,5.114,1.0000
1274.2168,-51.2840,356.5516,0.0000,0.000,4.937,5.100,1.0000
1279.2146,-53.6063,360.9771,0.0000,0.000,4.963,5.087,1.0000
1284.2146,-55.9295,365.4046,0.0000,0.000,4.990,5.073,1.0000
1289.2177,-58.2584,369.8325,0.0000,0.000,5.017,5.059,1.0000
1294.2248,-60.5979,374.2596,0.0000,0.000,5.044,5.045,1.0000
1299.2342,-62.9449,378.6851,0.0000,0.000,5.070,5.031,1.0000
1304.2393,-65.2840,383.1100,0.0000,0.000,5.097,5.018,1.0000
1309.2330,-67.5983,387.5350,0.0000,0.000,5.124,5.004,1.0000
1314.2100,-69.8673,391.9647,0.0000,0.000,5.042,4.963,1.0000
1319.1801,-72.0320,396.4387,0.0000,0.000,4.762,5.077,1.0000
1324.1679,-74.0115,401.0168,0.0000,0.000,4.789,5.107,1.0000
1329.2064,-75.7224,405.7560,0.0000,0.000,5.377,4.987,1.0000
1334.2675,-77.0401,410.6425,0.0000,0.000,5.587,5.376,1.0000
1339.2769,-77.7989,415.5942,0.0000,0.000,5.896,5.807,1.0000
1344.2087,-77.8318,420.5259,0.0000,0.000,6.181,6.210,1.0000
1349.1150,-77.0256,425.3655,0.0000,0.000,6.479,6.524,1.0000
1354.0824,-75.5476,430.1079,0.0000,0.000,6.411,6.512,1.0000
1359.1136,-73.6553,434.7696,0.0000,0.000,6.444,5.989,1.0000
1364.1529,-71.5912,439.3668,0.0000,0.000,5.884,5.619,1.0000
1369.1758,-69.4516,443.9113,0.0000,0.000,5.653,5.365,1.0000
1374.1863,-67.2506,448.4124,0.0000,0.000,5.627,5.346,1.0000
1379.1879,-65.0012,452.8797,0.0000,0.000,5.600,5.328,1.0000
1384.1837,-62.7167,457.3226,0.0000,0.000,5.573,5.309,1.0000
1389.1763,-60.4102,461.7503,0.0000,0.000,5.546,5.290,1.0000
1394.1679,-58.0947,466.1725,0.0000,0.000,5.520,5.272,1.0000
1399.1607,-55.7817,470.5972,0.0000,0.000,5.493,5.253,1.0000
1404.1549,-53.4735,475.0260,0.0000,0.000,5.466,5.234,1.0000
1409.1505,-51.1694,479.4584,0.0000,0.000,5.440,5.216,1.0000
1414.1473,-48.8688,483.8941,0.0000,0.000,5.413,5.197,1.0000
1419.1451,-46.5712,488.3325,0.0000,0.000,5.386,5.179,1.0000
1424.1439,-44.2761,492.7733,0.0000,0.000,5.360,5.160,1.0000
1429.1435,-41.9827,497.2158,0.0000,0.000,5.333,5.141,1.0000
1434.1438,-39.6905,501.6598,0.0000,0.000,5.306,5.123,1.0000
1439.1446,-37.3989,506.1046,0.0000,0.000,5.280,5.104,1.0000
1444.1458,-35.1074,510.5500,0.0000,0.000,5.253,5.085,1.0000
1449.1472,-32.8153,514.9953,0.0000,0.000,5.226,5.067,1.0000
1454.1488,-30.5221,519.4402,0.0000,0.000,5.200,5.048,1.0000
1459.1504,-28.2272,523.8841,0.0000,0.000,5.173,5.029,1.0000
1464.1518,-25.9299,528.3267,0.0000,0.000,5.146,5.011,1.0000
1469.1530,-23.6299,532.7677,0.0000,0.000,5.120,4.992,1.0000
1474.1539,-21.3274,537.2071,0.0000,0.000,5.093,4.974,1.0000
1479.1547,-19.0225,541.6449,0.0000,0.000,5.066,4.955,1.0000
1484.1553,-16.7151,546.0814,0.0000,0.000,5.066,4.965,1.0000
1489.1556,-14.4055,550.5164,0.0000,0.000,5.066,4.977,1.0000
1494.1558,-12.0938,554.9501,0.0000,0.000,5.067,4.989,1.0000
1499.1559,-9.7801,559.3826,0.0000,0.000,5.068,5.001,1.0000
1504.1558,-7.4644,563.8140,0.0000,0.000,5.068,5.013,1.0000
1509.1556,-5.1469,568.2442,0.0000,0.000,5.069,5.024,1.0000
1514.1553,-2.8276,572.6735,0.0000,0.000,5.070,5.036,1.0000
1519.1549,-0.5068,577.1017,0.0000,0.000,5.070,5.048,1.0000
1524.1544,1.8155,581.5291,0.0000,0.000,5.071,5.060,1.0000
1529.1538,4.1392,585.9557,0.0000,0.000,5.072,5.072,1.0000
1534.1531,6.4641,590.3816,0.0000,0.000,5.072,5.084,1.0000
