# Shanghai International Circuit — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
1348.8928,-640.4089,277.8670,0.0000,0.000,6.589,5.913,1.0000
1353.8720,-642.8631,282.1994,0.0000,0.000,6.645,5.977,1.0000
1358.8516,-645.0809,286.6579,0.0000,0.000,6.364,6.146,1.0000
1363.8369,-647.0473,291.2390,0.0000,0.000,6.083,6.315,1.0000
1368.8355,-648.7988,295.9207,0.0000,0.000,6.026,6.236,1.0000
1373.8479,-650.4035,300.6693,0.0000,0.000,5.981,6.145,1.0000
1378.8673,-651.9300,305.4509,0.0000,0.000,5.968,6.104,1.0000
1383.8829,-653.4466,310.2317,0.0000,0.000,5.972,6.092,1.0000
1388.8885,-654.9948,314.9919,0.0000,0.000,5.975,6.079,1.0000
1393.8867,-656.5688,319.7358,0.0000,0.000,5.979,6.066,1.0000
1398.8810,-658.1583,324.4704,0.0000,0.000,5.983,6.054,1.0000
1403.8745,-659.7530,329.2024,0.0000,0.000,5.987,6.041,1.0000
1408.8693,-661.3459,333.9363,0.0000,0.000,5.991,6.029,1.0000
1413.8653,-662.9366,338.6724,0.0000,0.000,5.995,6.016,1.0000
1418.8626,-664.5252,343.4104,0.0000,0.000,5.998,6.003,1.0000
1423.8608,-666.1118,348.1502,0.0000,0.000,6.002,5.991,1.0000
1428.8600,-667.6964,352.8915,0.0000,0.000,6.006,5.978,1.0000
1433.8598,-669.2792,357.6342,0.0000,0.000,6.010,5.966,1.0000
1438.8603,-670.8604,362.3782,0.0000,0.000,6.014,5.953,1.0000
1443.8612,-672.4399,367.1231,0.0000,0.000,6.018,5.940,1.0000
1448.8624,-674.0179,371.8688,0.0000,0.000,6.021,5.928,1.0000
1453.8637,-675.5945,376.6151,0.0000,0.000,6.025,5.915,1.0000
1458.8651,-677.1697,381.3619,0.0000,0.000,6.029,5.903,1.0000
1463.8663,-678.7438,386.1089,0.0000,0.000,6.033,5.890,1.0000
1468.8672,-680.3168,390.8560,0.0000,0.000,6.037,5.877,1.0000
1473.8677,-681.8888,395.6030,0.0000,0.000,6.040,5.865,1.0000
1478.8676,-683.4600,400.3496,0.0000,0.000,6.044,5.852,1.0000
1483.8668,-685.0303,405.0958,0.0000,0.000,6.048,5.840,1.0000
1488.8651,-686.5999,409.8412,0.0000,0.000,6.052,5.827,1.0000
1493.8624,-688.1692,414.5858,0.0000,0.000,6.056,5.814,1.0000
1498.8593,-689.7391,419.3296,0.0000,0.000,6.060,5.802,1.0000
1503.8560,-691.3106,424.0727,0.0000,0.000,6.063,5.789,1.0000
1508.8529,-692.8850,428.8152,0.0000,0.000,6.067,5.776,1.0000
1513.8505,-694.4632,433.5571,0.0000,0.000,6.071,5.764,1.0000
1518.8492,-696.0464,438.2985,0.0000,0.000,6.075,5.751,1.0000
1523.8495,-697.6356,443.0394,0.0000,0.000,6.079,5.739,1.0000
1528.8516,-699.2320,447.7800,0.0000,0.000,6.083,5.726,1.0000
1533.8561,-700.8361,452.5204,0.0000,0.000,6.086,5.713,1.0000
1538.8618,-702.4430,457.2612,0.0000,0.000,6.090,5.701,1.0000
1543.8671,-704.0444,462.0034,0.0000,0.000,6.094,5.688,1.0000
1548.8703,-705.6322,466.7479,0.0000,0.000,6.098,5.676,1.0000
1553.8697,-707.1979,471.4959,0.0000,0.000,6.102,5.663,1.0000
1558.8639,-708.7332,476.2482,0.0000,0.000,6.106,5.650,1.0000
1563.8514,-710.2300,481.0058,0.0000,0.000,6.109,5.638,1.0000
1568.8311,-711.6798,485.7698,0.0000,0.000,6.113,5.625,1.0000
1573.7997,-713.0642,490.5417,0.0000,0.000,6.206,5.677,1.0000
1578.6554,-713.5157,495.3763,0.0000,0.000,6.313,5.845,1.0000
1583.7879,-711.7010,500.1773,0.0000,0.000,6.367,6.094,1.0000
1588.7416,-708.9604,504.3038,0.0000,0.000,6.405,6.014,1.0000
1593.6178,-705.7946,508.0126,0.0000,0.000,6.401,6.021,1.0000
1598.7795,-702.2102,511.7268,0.0000,0.000,6.293,6.265,1.0000
1603.8896,-698.1630,514.8466,0.0000,0.000,6.398,6.247,1.0000
1608.7247,-693.6026,516.4533,0.0000,0.000,6.656,6.010,1.0000
1613.5918,-688.7371,516.3317,0.0000,0.000,7.011,5.602,1.0000
1618.4998,-684.0220,514.9694,0.0000,0.000,6.530,6.276,1.0000
1623.4073,-679.6427,512.7546,0.0000,0.000,6.464,6.653,1.0000
1628.3996,-675.5130,509.9494,0.0000,0.000,6.838,6.696,1.0000
1633.4662,-671.5357,506.8107,0.0000,0.000,7.076,6.854,1.0000
1638.5380,-667.6133,503.5954,0.0000,0.000,7.222,7.087,1.0000
1643.5552,-663.6756,500.4863,0.0000,0.000,7.262,7.179,1.0000
1648.5317,-659.7280,497.4561,0.0000,0.000,7.259,7.214,1.0000
1653.4922,-655.7896,494.4402,0.0000,0.000,7.255,7.248,1.0000
1658.4612,-651.8795,491.3740,0.0000,0.000,7.252,7.283,1.0000
1663.4552,-648.0179,488.2072,0.0000,0.000,7.262,7.246,1.0000
1668.4653,-644.2288,484.9294,0.0000,0.000,7.312,6.988,1.0000
1673.4794,-640.5365,481.5371,0.0000,0.000,7.349,6.749,1.0000
1678.4866,-636.9655,478.0271,0.0000,0.000,7.112,6.880,1.0000
1683.4797,-633.5359,474.3982,0.0000,0.000,6.875,7.011,1.0000
1688.4648,-630.2256,470.6708,0.0000,0.000,6.795,6.975,1.0000
1693.4513,-626.9889,466.8775,0.0000,0.000,6.838,6.813,1.0000
1698.4454,-623.7796,463.0511,0.0000,0.000,6.880,6.650,1.0000
1703.4509,-620.5577,459.2203,0.0000,0.000,6.922,6.487,1.0000
1708.4634,-617.3415,455.3758,0.0000,0.000,6.844,6.439,1.0000
1713.4742,-614.1820,451.4866,0.0000,0.000,6.669,6.485,1.0000
1718.4774,-611.1308,447.5216,0.0000,0.000,6.493,6.532,1.0000
